usertype,zip_code_start,borough_start,neighborhood_start,zip_code_end,borough_end,neighborhood_end,start_day,stop_day,day_mean_temperature,day_mean_wind_speed,day_total_precipitation,trip_minutes,trip_count
Subscriber,11101,Queens,Northwest Queens,11101,Queens,Northwest Queens,19/09/2020,19/09/2020,74.7,1.8,0,10,111
Subscriber,11101,Queens,Northwest Queens,11101,Queens,Northwest Queens,14/08/2020,14/08/2020,77.1,2.2,0,0,16
Subscriber,11222,Brooklyn,Greenpoint,11211,Brooklyn,Greenpoint,19/10/2020,19/10/2020,42.9,2.2,0,0,30
Customer,11221,Brooklyn,Bushwick and Williamsburg,11211,Brooklyn,Greenpoint,08/11/2020,08/11/2020,51.9,4,0,20,3
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11211,Brooklyn,Greenpoint,01/11/2020,01/11/2020,57.9,3.9,0,10,19
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11206,Brooklyn,Bushwick and Williamsburg,18/09/2020,18/09/2020,76.3,2.4,0,0,41
Customer,11101,Queens,Northwest Queens,11101,Queens,Northwest Queens,31/08/2020,02/09/2020,81.7,3.8,0.13,2180,1
Subscriber,11101,Queens,Northwest Queens,11101,Queens,Northwest Queens,11/08/2020,11/08/2020,74.9,3.9,0.59,50,1
Subscriber,10021,Manhattan,Upper East Side,10023,Manhattan,Upper West Side,06/11/2020,06/11/2020,69.4,3.7,0.01,20,8
Subscriber,10075,Manhattan,Upper East Side,10075,Manhattan,Upper East Side,17/11/2020,17/11/2020,47.5,6.4,0,0,15
Subscriber,10075,Manhattan,Upper East Side,10167,Manhattan,Gramercy Park and Murray Hill,06/11/2020,06/11/2020,69.4,3.7,0.01,20,2
Customer,11222,Brooklyn,Greenpoint,11101,Queens,Northwest Queens,30/08/2020,30/08/2020,79.1,3.3,0,20,6
Customer,11101,Queens,Northwest Queens,11101,Queens,Northwest Queens,03/11/2020,03/11/2020,60.6,1.6,0,20,6
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11206,Brooklyn,Bushwick and Williamsburg,30/10/2020,30/10/2020,55.8,5.4,0.04,0,46
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11211,Brooklyn,Greenpoint,16/09/2020,16/09/2020,75.8,1.5,0,10,12
Subscriber,10021,Manhattan,Upper East Side,10023,Manhattan,Upper West Side,30/11/2020,30/11/2020,39.4,6,0,10,19
Subscriber,11222,Brooklyn,Greenpoint,11211,Brooklyn,Greenpoint,02/09/2020,02/09/2020,81.1,1.8,0,0,42
Subscriber,10128,Manhattan,Upper East Side,10075,Manhattan,Upper East Side,18/10/2020,18/10/2020,43.5,5,0,10,2
Subscriber,10028,Manhattan,Upper East Side,10028,Manhattan,Upper East Side,27/12/2020,27/12/2020,52,4.5,0.12,10,9
Subscriber,10021,Manhattan,Upper East Side,10023,Manhattan,Upper West Side,07/10/2020,07/10/2020,64.9,2.5,0,10,27
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11206,Brooklyn,Bushwick and Williamsburg,24/08/2020,24/08/2020,78.2,2.1,0,20,1
Customer,11206,Brooklyn,Bushwick and Williamsburg,11206,Brooklyn,Bushwick and Williamsburg,18/09/2020,18/09/2020,76.3,2.4,0,0,3
Subscriber,10028,Manhattan,Upper East Side,10028,Manhattan,Upper East Side,31/12/2020,31/12/2020,46.5,3,0.19,0,25
Subscriber,11222,Brooklyn,Greenpoint,10038,Manhattan,Lower Manhattan,23/11/2020,23/11/2020,39.8,5.6,0,30,1
Subscriber,10021,Manhattan,Upper East Side,10075,Manhattan,Upper East Side,08/10/2020,08/10/2020,63.8,2.9,0,100,1
Subscriber,10128,Manhattan,Upper East Side,10128,Manhattan,Upper East Side,23/10/2020,23/10/2020,58.8,5,0,40,2
Customer,11206,Brooklyn,Bushwick and Williamsburg,11206,Brooklyn,Bushwick and Williamsburg,04/12/2020,04/12/2020,46.4,4.5,0,30,2
Customer,11206,Brooklyn,Bushwick and Williamsburg,11211,Brooklyn,Greenpoint,13/11/2020,13/11/2020,55.4,9.4,0.01,10,2
Customer,11206,Brooklyn,Bushwick and Williamsburg,11206,Brooklyn,Bushwick and Williamsburg,21/08/2020,21/08/2020,78.7,4,0.33,10,4
Subscriber,11101,Queens,Northwest Queens,11101,Queens,Northwest Queens,22/10/2020,22/10/2020,65.4,4.1,0,20,4
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,11221,Brooklyn,Bushwick and Williamsburg,19/10/2020,19/10/2020,42.9,2.2,0,0,1
Subscriber,10020,Manhattan,Chelsea and Clinton,10017,Manhattan,Gramercy Park and Murray Hill,09/06/2019,09/06/2019,67.4,3.6,0.64,10,1
Customer,10075,Manhattan,Upper East Side,10003,Manhattan,Lower East Side,20/09/2020,20/09/2020,73.9,6.3,0,30,2
Subscriber,10028,Manhattan,Upper East Side,10019,Manhattan,Chelsea and Clinton,27/09/2020,27/09/2020,63.5,4.8,0,20,11
Customer,10028,Manhattan,Upper East Side,10016,Manhattan,Gramercy Park and Murray Hill,27/09/2020,27/09/2020,63.5,4.8,0,20,4
Subscriber,10075,Manhattan,Upper East Side,10014,Manhattan,Greenwich Village and Soho,16/12/2020,16/12/2020,50.6,5.9,0.09,20,1
Subscriber,10028,Manhattan,Upper East Side,10009,Manhattan,Lower East Side,01/11/2020,01/11/2020,57.9,3.9,0,40,2
Customer,10028,Manhattan,Upper East Side,10016,Manhattan,Gramercy Park and Murray Hill,24/09/2020,24/09/2020,69.7,3,0,40,1
Subscriber,10028,Manhattan,Upper East Side,10024,Manhattan,Upper West Side,30/09/2020,30/09/2020,73.5,5.3,1.33,10,6
Subscriber,10021,Manhattan,Upper East Side,10038,Manhattan,Lower Manhattan,06/11/2020,06/11/2020,69.4,3.7,0.01,30,1
Subscriber,10028,Manhattan,Upper East Side,10016,Manhattan,Gramercy Park and Murray Hill,17/11/2020,17/11/2020,47.5,6.4,0,20,12
Subscriber,10075,Manhattan,Upper East Side,10016,Manhattan,Gramercy Park and Murray Hill,15/11/2020,15/11/2020,46.5,4.1,0,10,1
Subscriber,10021,Manhattan,Upper East Side,10065,Manhattan,Upper East Side,19/12/2020,19/12/2020,38.2,7.4,0,20,1
Customer,11101,Queens,Northwest Queens,10065,Manhattan,Upper East Side,26/12/2020,26/12/2020,54.5,5.9,0.01,20,2
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,11217,Brooklyn,Northwest Brooklyn,12/12/2020,12/12/2020,59.6,2.7,0,30,1
Subscriber,10021,Manhattan,Upper East Side,10019,Manhattan,Chelsea and Clinton,14/10/2020,14/10/2020,63.8,3.2,0,10,14
Subscriber,10028,Manhattan,Upper East Side,10128,Manhattan,Upper East Side,03/11/2020,03/11/2020,60.6,1.6,0,10,8
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11217,Brooklyn,Northwest Brooklyn,09/12/2020,09/12/2020,45.8,2.7,0,10,2
Subscriber,10020,Manhattan,Chelsea and Clinton,10010,Manhattan,Gramercy Park and Murray Hill,29/03/2019,29/03/2019,50.7,6.6,0.04,10,3
Customer,10028,Manhattan,Upper East Side,10023,Manhattan,Upper West Side,29/09/2020,29/09/2020,75.6,2.7,0,10,5
Subscriber,10028,Manhattan,Upper East Side,10022,Manhattan,Gramercy Park and Murray Hill,27/10/2020,27/10/2020,51.9,3.5,0,30,2
Customer,10021,Manhattan,Upper East Side,10024,Manhattan,Upper West Side,13/11/2020,13/11/2020,55.4,9.4,0.01,20,1
Subscriber,10075,Manhattan,Upper East Side,10017,Manhattan,Gramercy Park and Murray Hill,11/09/2020,11/09/2020,72.3,5.6,0.45,10,2
Subscriber,10021,Manhattan,Upper East Side,10021,Manhattan,Upper East Side,03/12/2020,03/12/2020,50.9,6.2,0.1,80,1
Subscriber,11222,Brooklyn,Greenpoint,10002,Manhattan,Lower East Side,22/08/2020,22/08/2020,76.9,3.7,0.32,30,3
Customer,11206,Brooklyn,Bushwick and Williamsburg,10002,Manhattan,Lower East Side,19/09/2020,19/09/2020,74.7,1.8,0,40,1
Customer,10028,Manhattan,Upper East Side,10019,Manhattan,Chelsea and Clinton,13/12/2020,13/12/2020,61.8,2,0,20,1
Subscriber,10020,Manhattan,Chelsea and Clinton,10001,Manhattan,Chelsea and Clinton,22/06/2019,22/06/2019,69.8,1.5,0,10,3
Subscriber,10028,Manhattan,Upper East Side,10024,Manhattan,Upper West Side,01/11/2020,01/11/2020,57.9,3.9,0,50,2
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,11205,Brooklyn,Northwest Brooklyn,05/09/2020,05/09/2020,74,4.4,0,20,2
Customer,11233,Brooklyn,Central Brooklyn,11216,Brooklyn,Central Brooklyn,07/09/2020,08/09/2020,78.4,3.4,0,740,1
Customer,11222,Brooklyn,Greenpoint,11201,Brooklyn,Northwest Brooklyn,01/11/2020,01/11/2020,57.9,3.9,0,80,1
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11201,Brooklyn,Northwest Brooklyn,27/09/2020,27/09/2020,63.5,4.8,0,30,2
Subscriber,10075,Manhattan,Upper East Side,10002,Manhattan,Lower East Side,14/09/2020,14/09/2020,66.4,6.3,0.04,20,1
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11201,Brooklyn,Northwest Brooklyn,06/12/2020,06/12/2020,46.5,2.7,0,20,3
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11222,Brooklyn,Greenpoint,25/10/2020,25/10/2020,59.1,4,0.02,20,1
Subscriber,11233,Brooklyn,Central Brooklyn,11233,Brooklyn,Central Brooklyn,30/09/2020,30/09/2020,73.5,5.3,1.33,30,1
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11206,Brooklyn,Bushwick and Williamsburg,15/11/2020,15/11/2020,46.5,4.1,0,30,2
Subscriber,10020,Manhattan,Chelsea and Clinton,10017,Manhattan,Gramercy Park and Murray Hill,02/03/2019,02/03/2019,36.9,3.4,0,10,1
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,11238,Brooklyn,Central Brooklyn,12/11/2020,12/11/2020,55.4,3.6,0.43,10,1
Subscriber,11222,Brooklyn,Greenpoint,11201,Brooklyn,Northwest Brooklyn,01/12/2020,01/12/2020,46.5,5.9,0,30,2
Subscriber,10075,Manhattan,Upper East Side,10003,Manhattan,Lower East Side,09/10/2020,09/10/2020,66.6,3,0,30,1
Customer,11222,Brooklyn,Greenpoint,10036,Manhattan,Chelsea and Clinton,12/11/2020,13/11/2020,55.4,3.6,0.43,1070,1
Subscriber,10028,Manhattan,Upper East Side,10001,Manhattan,Chelsea and Clinton,23/10/2020,23/10/2020,58.8,5,0,20,3
Subscriber,10075,Manhattan,Upper East Side,10010,Manhattan,Gramercy Park and Murray Hill,29/10/2020,29/10/2020,67.2,5.7,1.44,30,3
Subscriber,11101,Queens,Northwest Queens,11216,Brooklyn,Central Brooklyn,07/10/2020,07/10/2020,64.9,2.5,0,50,1
Subscriber,10021,Manhattan,Upper East Side,10016,Manhattan,Gramercy Park and Murray Hill,20/09/2020,20/09/2020,73.9,6.3,0,30,1
Subscriber,10020,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,29/03/2019,29/03/2019,50.7,6.6,0.04,30,1
Customer,10028,Manhattan,Upper East Side,10028,Manhattan,Upper East Side,03/12/2020,03/12/2020,50.9,6.2,0.1,10,2
Subscriber,10028,Manhattan,Upper East Side,10010,Manhattan,Gramercy Park and Murray Hill,14/11/2020,14/11/2020,46.4,8,0,30,3
Subscriber,11222,Brooklyn,Greenpoint,10002,Manhattan,Lower East Side,26/08/2020,26/08/2020,76,3.7,0,20,2
Customer,10028,Manhattan,Upper East Side,10028,Manhattan,Upper East Side,27/11/2020,27/11/2020,57.1,2.9,0,60,2
Subscriber,11222,Brooklyn,Greenpoint,11206,Brooklyn,Bushwick and Williamsburg,30/12/2020,30/12/2020,41.3,3,0.15,20,2
Subscriber,10075,Manhattan,Upper East Side,10167,Manhattan,Gramercy Park and Murray Hill,06/10/2020,06/10/2020,61.2,1.5,0,20,1
Subscriber,10028,Manhattan,Upper East Side,10103,Manhattan,Chelsea and Clinton,21/11/2020,21/11/2020,46.4,4.9,0,10,1
Subscriber,10075,Manhattan,Upper East Side,10022,Manhattan,Gramercy Park and Murray Hill,29/10/2020,29/10/2020,67.2,5.7,1.44,20,1
Subscriber,10075,Manhattan,Upper East Side,10022,Manhattan,Gramercy Park and Murray Hill,25/10/2020,25/10/2020,59.1,4,0.02,20,1
Subscriber,10069,Manhattan,West Side,10110,Manhattan,Chelsea and Clinton,01/11/2020,01/11/2020,57.9,3.9,0,20,1
Customer,10028,Manhattan,Upper East Side,10075,Manhattan,Upper East Side,22/11/2020,22/11/2020,51.2,5.1,0.03,20,2
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11206,Brooklyn,Bushwick and Williamsburg,14/10/2020,14/10/2020,63.8,3.2,0,50,1
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11211,Brooklyn,Greenpoint,03/09/2020,03/09/2020,82.6,1.8,0,0,3
Subscriber,10020,Manhattan,Chelsea and Clinton,10010,Manhattan,Gramercy Park and Murray Hill,13/05/2019,13/05/2019,68.5,5,0,10,3
Subscriber,10021,Manhattan,Upper East Side,10036,Manhattan,Chelsea and Clinton,13/11/2020,13/11/2020,55.4,9.4,0.01,20,6
Customer,11221,Brooklyn,Bushwick and Williamsburg,11201,Brooklyn,Northwest Brooklyn,04/10/2020,04/10/2020,56.5,9.2,0.02,30,4
Subscriber,11222,Brooklyn,Greenpoint,11211,Brooklyn,Greenpoint,27/11/2020,27/11/2020,57.1,2.9,0,60,1
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,10012,Manhattan,Greenwich Village and Soho,18/09/2020,18/09/2020,76.3,2.4,0,30,1
Subscriber,11101,Queens,Northwest Queens,10002,Manhattan,Lower East Side,20/08/2020,20/08/2020,80.5,4.2,0,50,1
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11221,Brooklyn,Bushwick and Williamsburg,14/11/2020,14/11/2020,46.4,8,0,10,2
Subscriber,10075,Manhattan,Upper East Side,10001,Manhattan,Chelsea and Clinton,09/11/2020,09/11/2020,51.1,1.7,0,30,1
Customer,11222,Brooklyn,Greenpoint,10002,Manhattan,Lower East Side,31/08/2020,31/08/2020,81.7,3.8,0.13,130,1
Subscriber,10028,Manhattan,Upper East Side,10028,Manhattan,Upper East Side,17/11/2020,17/11/2020,47.5,6.4,0,30,3
Subscriber,11101,Queens,Northwest Queens,10019,Manhattan,Chelsea and Clinton,27/10/2020,27/10/2020,51.9,3.5,0,20,2
Subscriber,10075,Manhattan,Upper East Side,10001,Manhattan,Chelsea and Clinton,17/12/2020,17/12/2020,54.7,3.4,0.04,20,3
Subscriber,10028,Manhattan,Upper East Side,10028,Manhattan,Upper East Side,26/11/2020,26/11/2020,49,2.5,0,30,2
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11238,Brooklyn,Central Brooklyn,08/12/2020,08/12/2020,44.6,4.6,0,20,2
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,10013,Manhattan,Greenwich Village and Soho,21/10/2020,21/10/2020,65,2.8,0,40,1
Subscriber,10075,Manhattan,Upper East Side,10001,Manhattan,Chelsea and Clinton,11/12/2020,11/12/2020,55.2,3.1,0,20,1
Customer,10028,Manhattan,Upper East Side,10065,Manhattan,Upper East Side,11/10/2020,11/10/2020,59.3,2.8,0,10,2
Subscriber,10028,Manhattan,Upper East Side,10036,Manhattan,Chelsea and Clinton,31/12/2020,31/12/2020,46.5,3,0.19,20,2
Subscriber,10028,Manhattan,Upper East Side,10002,Manhattan,Lower East Side,06/10/2020,06/10/2020,61.2,1.5,0,30,1
Subscriber,10028,Manhattan,Upper East Side,10014,Manhattan,Greenwich Village and Soho,12/11/2020,12/11/2020,55.4,3.6,0.43,40,1
Subscriber,10021,Manhattan,Upper East Side,10018,Manhattan,Chelsea and Clinton,16/11/2020,16/11/2020,58.1,2.9,0,30,4
Subscriber,10075,Manhattan,Upper East Side,10017,Manhattan,Gramercy Park and Murray Hill,13/11/2020,13/11/2020,55.4,9.4,0.01,10,2
Subscriber,10021,Manhattan,Upper East Side,10003,Manhattan,Lower East Side,08/11/2020,08/11/2020,51.9,4,0,30,3
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,10003,Manhattan,Lower East Side,25/09/2020,25/09/2020,69,5.5,0,30,3
Subscriber,11101,Queens,Northwest Queens,11101,Queens,Northwest Queens,29/12/2020,30/12/2020,39.3,6.8,0.33,10,1
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,10009,Manhattan,Lower East Side,17/09/2020,17/09/2020,77,1.3,0,20,2
Subscriber,10021,Manhattan,Upper East Side,10021,Manhattan,Upper East Side,05/10/2020,05/10/2020,57.7,6.6,0,10,2
Subscriber,10028,Manhattan,Upper East Side,10013,Manhattan,Greenwich Village and Soho,16/10/2020,16/10/2020,58.5,4.9,0,40,1
Customer,11222,Brooklyn,Greenpoint,11201,Brooklyn,Northwest Brooklyn,23/08/2020,23/08/2020,76,3.6,0,30,1
Subscriber,11222,Brooklyn,Greenpoint,10009,Manhattan,Lower East Side,29/11/2020,29/11/2020,41.5,999.9,0.02,20,1
Subscriber,10075,Manhattan,Upper East Side,10168,Manhattan,Gramercy Park and Murray Hill,10/11/2020,10/11/2020,55,6.7,0,20,1
Customer,10028,Manhattan,Upper East Side,10036,Manhattan,Chelsea and Clinton,12/09/2020,12/09/2020,74,2.3,0,30,3
Subscriber,11101,Queens,Northwest Queens,10023,Manhattan,Upper West Side,14/08/2020,14/08/2020,77.1,2.2,0,20,1
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,10002,Manhattan,Lower East Side,15/12/2020,15/12/2020,61.8,8.6,0.42,20,2
Subscriber,11101,Queens,Northwest Queens,11206,Brooklyn,Bushwick and Williamsburg,19/09/2020,19/09/2020,74.7,1.8,0,30,2
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11217,Brooklyn,Northwest Brooklyn,02/10/2020,02/10/2020,52.7,9.9,0.14,10,1
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,11238,Brooklyn,Central Brooklyn,26/08/2020,26/08/2020,76,3.7,0,30,1
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11238,Brooklyn,Central Brooklyn,13/12/2020,13/12/2020,61.8,2,0,30,1
Subscriber,10021,Manhattan,Upper East Side,11101,Queens,Northwest Queens,20/12/2020,20/12/2020,38.6,5.8,0,20,1
Subscriber,11222,Brooklyn,Greenpoint,10009,Manhattan,Lower East Side,04/11/2020,04/11/2020,62.9,2.3,0,20,3
Customer,10028,Manhattan,Upper East Side,10024,Manhattan,Upper West Side,24/10/2020,24/10/2020,48.4,4.1,0,10,2
Customer,11222,Brooklyn,Greenpoint,10012,Manhattan,Greenwich Village and Soho,05/09/2020,05/09/2020,74,4.4,0,20,2
Subscriber,10028,Manhattan,Upper East Side,10002,Manhattan,Lower East Side,24/09/2020,24/09/2020,69.7,3,0,40,1
Customer,10028,Manhattan,Upper East Side,10023,Manhattan,Upper West Side,13/09/2020,13/09/2020,72,5.2,0.29,10,1
Subscriber,11101,Queens,Northwest Queens,10128,Manhattan,Upper East Side,08/10/2020,08/10/2020,63.8,2.9,0,20,1
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,10012,Manhattan,Greenwich Village and Soho,11/11/2020,11/11/2020,52.7,6,0.69,20,1
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,11201,Brooklyn,Northwest Brooklyn,14/11/2020,14/11/2020,46.4,8,0,20,1
Subscriber,10020,Manhattan,Chelsea and Clinton,10019,Manhattan,Chelsea and Clinton,01/03/2019,01/03/2019,27.2,3.4,0,30,1
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,11233,Brooklyn,Central Brooklyn,18/09/2020,18/09/2020,76.3,2.4,0,0,4
Subscriber,11101,Queens,Northwest Queens,11222,Brooklyn,Greenpoint,17/11/2020,17/11/2020,47.5,6.4,0,20,9
Customer,11101,Queens,Northwest Queens,11222,Brooklyn,Greenpoint,26/09/2020,26/09/2020,66.5,5.2,0,20,12
Subscriber,10028,Manhattan,Upper East Side,10021,Manhattan,Upper East Side,06/10/2020,06/10/2020,61.2,1.5,0,40,1
Subscriber,10075,Manhattan,Upper East Side,10021,Manhattan,Upper East Side,15/12/2020,15/12/2020,61.8,8.6,0.42,10,6
Customer,11206,Brooklyn,Bushwick and Williamsburg,11222,Brooklyn,Greenpoint,16/09/2020,16/09/2020,75.8,1.5,0,20,1
Subscriber,11101,Queens,Northwest Queens,11222,Brooklyn,Greenpoint,24/10/2020,24/10/2020,48.4,4.1,0,10,19
Subscriber,10128,Manhattan,Upper East Side,10021,Manhattan,Upper East Side,21/10/2020,21/10/2020,65,2.8,0,10,2
Subscriber,10075,Manhattan,Upper East Side,10021,Manhattan,Upper East Side,08/12/2020,08/12/2020,44.6,4.6,0,0,2
Subscriber,11101,Queens,Northwest Queens,11101,Queens,Northwest Queens,21/11/2020,21/11/2020,46.4,4.9,0,10,48
Subscriber,10021,Manhattan,Upper East Side,11101,Queens,Northwest Queens,25/11/2020,25/11/2020,42.5,2.3,0,20,2
Subscriber,10028,Manhattan,Upper East Side,11101,Queens,Northwest Queens,28/09/2020,28/09/2020,70.1,2.3,0,30,1
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,11222,Brooklyn,Greenpoint,22/12/2020,22/12/2020,57.2,4.9,0,20,1
Subscriber,11222,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,03/09/2020,03/09/2020,82.6,1.8,0,20,7
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11206,Brooklyn,Bushwick and Williamsburg,18/10/2020,18/10/2020,43.5,5,0,20,3
Subscriber,11101,Queens,Northwest Queens,11101,Queens,Northwest Queens,04/11/2020,04/11/2020,62.9,2.3,0,60,1
Customer,11101,Queens,Northwest Queens,11101,Queens,Northwest Queens,27/10/2020,27/10/2020,51.9,3.5,0,10,3
Subscriber,10021,Manhattan,Upper East Side,10023,Manhattan,Upper West Side,04/12/2020,04/12/2020,46.4,4.5,0,10,23
Customer,10128,Manhattan,Upper East Side,10075,Manhattan,Upper East Side,24/10/2020,24/10/2020,48.4,4.1,0,10,1
Subscriber,10075,Manhattan,Upper East Side,11101,Queens,Northwest Queens,20/12/2020,20/12/2020,38.6,5.8,0,20,2
Subscriber,10021,Manhattan,Upper East Side,10023,Manhattan,Upper West Side,23/09/2020,23/09/2020,68.4,3.3,0,10,4
Customer,11222,Brooklyn,Greenpoint,11206,Brooklyn,Bushwick and Williamsburg,12/10/2020,12/10/2020,64.4,3.7,0,40,1
Subscriber,10021,Manhattan,Upper East Side,10004,Manhattan,Lower Manhattan,09/12/2020,09/12/2020,45.8,2.7,0,40,1
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,10007,Manhattan,Lower Manhattan,16/10/2020,16/10/2020,58.5,4.9,0,30,2
Subscriber,10028,Manhattan,Upper East Side,10022,Manhattan,Gramercy Park and Murray Hill,28/09/2020,28/09/2020,70.1,2.3,0,10,22
Subscriber,10028,Manhattan,Upper East Side,10022,Manhattan,Gramercy Park and Murray Hill,18/09/2020,18/09/2020,76.3,2.4,0,10,15
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11238,Brooklyn,Central Brooklyn,11/10/2020,11/10/2020,59.3,2.8,0,20,3
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,11222,Brooklyn,Greenpoint,14/12/2020,14/12/2020,56.8,4.6,0,30,1
Subscriber,10021,Manhattan,Upper East Side,10023,Manhattan,Upper West Side,14/09/2020,14/09/2020,66.4,6.3,0.04,10,9
Subscriber,10021,Manhattan,Upper East Side,10028,Manhattan,Upper East Side,19/10/2020,19/10/2020,42.9,2.2,0,20,1
Customer,11101,Queens,Northwest Queens,11222,Brooklyn,Greenpoint,25/10/2020,25/10/2020,59.1,4,0.02,30,3
Subscriber,11222,Brooklyn,Greenpoint,11211,Brooklyn,Greenpoint,14/11/2020,14/11/2020,46.4,8,0,30,2
Subscriber,10028,Manhattan,Upper East Side,10012,Manhattan,Greenwich Village and Soho,11/10/2020,11/10/2020,59.3,2.8,0,60,2
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,11216,Brooklyn,Central Brooklyn,15/12/2020,15/12/2020,61.8,8.6,0.42,0,2
Subscriber,10028,Manhattan,Upper East Side,10168,Manhattan,Gramercy Park and Murray Hill,17/10/2020,17/10/2020,51.6,5,0,30,2
Subscriber,10075,Manhattan,Upper East Side,10168,Manhattan,Gramercy Park and Murray Hill,29/09/2020,29/09/2020,75.6,2.7,0,20,2
Subscriber,10075,Manhattan,Upper East Side,10075,Manhattan,Upper East Side,26/09/2020,26/09/2020,66.5,5.2,0,0,2
Subscriber,10069,Manhattan,West Side,10017,Manhattan,Gramercy Park and Murray Hill,01/12/2020,01/12/2020,46.5,5.9,0,20,1
Customer,11206,Brooklyn,Bushwick and Williamsburg,11206,Brooklyn,Bushwick and Williamsburg,16/12/2020,16/12/2020,50.6,5.9,0.09,0,3
Customer,11101,Queens,Northwest Queens,10065,Manhattan,Upper East Side,25/10/2020,25/10/2020,59.1,4,0.02,20,8
Customer,10028,Manhattan,Upper East Side,10065,Manhattan,Upper East Side,10/10/2020,10/10/2020,58.9,2.6,0.89,20,5
Subscriber,10075,Manhattan,Upper East Side,10017,Manhattan,Gramercy Park and Murray Hill,04/12/2020,04/12/2020,46.4,4.5,0,20,4
Subscriber,10020,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,09/01/2019,09/01/2019,25.3,2.8,0,40,1
Subscriber,10021,Manhattan,Upper East Side,10019,Manhattan,Chelsea and Clinton,27/10/2020,27/10/2020,51.9,3.5,0,10,13
Customer,10028,Manhattan,Upper East Side,10024,Manhattan,Upper West Side,25/12/2020,25/12/2020,62,0.7,0.01,110,1
Customer,11222,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,15/10/2020,15/10/2020,58.2,3.5,0,30,2
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,11216,Brooklyn,Central Brooklyn,25/12/2020,25/12/2020,62,0.7,0.01,0,1
Customer,10028,Manhattan,Upper East Side,10023,Manhattan,Upper West Side,16/11/2020,16/11/2020,58.1,2.9,0,30,6
Subscriber,11101,Queens,Northwest Queens,10022,Manhattan,Gramercy Park and Murray Hill,14/08/2020,14/08/2020,77.1,2.2,0,10,1
Subscriber,11222,Brooklyn,Greenpoint,10065,Manhattan,Upper East Side,08/11/2020,08/11/2020,51.9,4,0,30,2
Subscriber,11222,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,21/10/2020,21/10/2020,65,2.8,0,30,1
Subscriber,10028,Manhattan,Upper East Side,10024,Manhattan,Upper West Side,25/12/2020,25/12/2020,62,0.7,0.01,10,4
Subscriber,11222,Brooklyn,Greenpoint,11205,Brooklyn,Northwest Brooklyn,02/11/2020,02/11/2020,59.4,2.6,0,20,5
Subscriber,10020,Manhattan,Chelsea and Clinton,10019,Manhattan,Chelsea and Clinton,29/05/2019,29/05/2019,56.3,4.8,0,30,1
Subscriber,10021,Manhattan,Upper East Side,10016,Manhattan,Gramercy Park and Murray Hill,19/11/2020,19/11/2020,59.5,5.4,0,30,1
Subscriber,10020,Manhattan,Chelsea and Clinton,10019,Manhattan,Chelsea and Clinton,21/01/2019,21/01/2019,25.2,999.9,0,0,3
Customer,10028,Manhattan,Upper East Side,10019,Manhattan,Chelsea and Clinton,24/10/2020,24/10/2020,48.4,4.1,0,30,3
Subscriber,11222,Brooklyn,Greenpoint,10001,Manhattan,Chelsea and Clinton,28/08/2020,28/08/2020,72.7,2.5,0,40,2
