usertype,zip_code_start,borough_start,neighborhood_start,zip_code_end,borough_end,neighborhood_end,start_day,stop_day,day_mean_temperature,day_mean_wind_speed,day_total_precipitation,trip_minutes,trip_count
Subscriber,10002,Manhattan,Lower East Side,11217,Brooklyn,Northwest Brooklyn,08/10/2020,08/10/2020,63.8,2.9,0,30,4
Subscriber,10002,Manhattan,Lower East Side,10013,Manhattan,Greenwich Village and Soho,27/01/2019,27/01/2019,34.8,5.9,0,20,6
Subscriber,10002,Manhattan,Lower East Side,10009,Manhattan,Lower East Side,19/07/2019,19/07/2019,72.2,4.5,0,20,29
Subscriber,10002,Manhattan,Lower East Side,10005,Manhattan,Lower Manhattan,06/06/2019,06/06/2019,67.7,4.2,0.25,10,22
Subscriber,10002,Manhattan,Lower East Side,10019,Manhattan,Chelsea and Clinton,03/09/2020,03/09/2020,82.6,1.8,0,30,3
Subscriber,10002,Manhattan,Lower East Side,10001,Manhattan,Chelsea and Clinton,01/03/2019,01/03/2019,27.2,3.4,0,40,2
Subscriber,10002,Manhattan,Lower East Side,10280,Manhattan,Lower Manhattan,10/12/2020,10/12/2020,54.9,4.5,0,20,6
Customer,10002,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,06/06/2019,06/06/2019,67.7,4.2,0.25,20,5
Subscriber,10002,Manhattan,Lower East Side,10019,Manhattan,Chelsea and Clinton,01/05/2019,01/05/2019,61.1,4.6,4.53,30,4
Subscriber,10002,Manhattan,Lower East Side,10019,Manhattan,Chelsea and Clinton,29/04/2020,29/04/2020,64.9,4.3,0,30,3
Customer,10002,Manhattan,Lower East Side,11238,Brooklyn,Central Brooklyn,16/04/2019,16/04/2019,38.8,7.3,0.69,30,1
Subscriber,10002,Manhattan,Lower East Side,11205,Brooklyn,Northwest Brooklyn,18/12/2019,18/12/2019,40.7,7.8,0.02,10,1
Subscriber,10002,Manhattan,Lower East Side,11205,Brooklyn,Northwest Brooklyn,07/05/2020,07/05/2020,66.2,1.7,0,20,6
Subscriber,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,28/01/2019,28/01/2019,17.8,6.5,0,20,10
Customer,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,26/11/2020,26/11/2020,49,2.5,0,0,3
Customer,10002,Manhattan,Lower East Side,10013,Manhattan,Greenwich Village and Soho,07/09/2020,07/09/2020,78.4,3.4,0,460,2
Subscriber,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,29/11/2019,29/11/2019,31.4,3.1,0,20,10
Subscriber,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,29/11/2020,29/11/2020,41.5,999.9,0.02,50,1
Subscriber,10002,Manhattan,Lower East Side,10036,Manhattan,Chelsea and Clinton,03/08/2019,03/08/2019,69.5,2.2,0.1,80,2
Subscriber,10002,Manhattan,Lower East Side,10036,Manhattan,Chelsea and Clinton,22/06/2019,22/06/2019,69.8,1.5,0,40,2
Subscriber,10002,Manhattan,Lower East Side,10280,Manhattan,Lower Manhattan,12/05/2020,12/05/2020,75.6,3.7,0,40,2
Customer,10002,Manhattan,Lower East Side,10038,Manhattan,Lower Manhattan,29/09/2019,29/09/2019,72.4,1.2,0,10,2
Subscriber,10002,Manhattan,Lower East Side,10199,Manhattan,Chelsea and Clinton,04/01/2020,04/01/2020,45.4,5.1,0.89,40,1
Subscriber,10002,Manhattan,Lower East Side,10168,Manhattan,Gramercy Park and Murray Hill,14/11/2020,14/11/2020,46.4,8,0,20,1
Subscriber,10002,Manhattan,Lower East Side,10168,Manhattan,Gramercy Park and Murray Hill,26/12/2019,26/12/2019,44.9,5.6,0.09,20,1
Customer,10002,Manhattan,Lower East Side,11211,Brooklyn,Greenpoint,25/09/2020,25/09/2020,69,5.5,0,30,3
Subscriber,10002,Manhattan,Lower East Side,10022,Manhattan,Gramercy Park and Murray Hill,20/06/2019,21/06/2019,71.8,3.7,0.15,30,1
Subscriber,10002,Manhattan,Lower East Side,10280,Manhattan,Lower Manhattan,15/05/2019,15/05/2019,63.1,4.4,0.12,10,1
Subscriber,10002,Manhattan,Lower East Side,10018,Manhattan,Chelsea and Clinton,19/10/2019,19/10/2019,53.4,7.2,0,30,4
Customer,10002,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,06/12/2020,06/12/2020,46.5,2.7,0,40,1
Subscriber,10002,Manhattan,Lower East Side,10014,Manhattan,Greenwich Village and Soho,11/12/2020,11/12/2020,55.2,3.1,0,30,2
Subscriber,10002,Manhattan,Lower East Side,11222,Brooklyn,Greenpoint,20/09/2020,20/09/2020,73.9,6.3,0,20,2
Subscriber,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,13/01/2019,13/01/2019,42.7,4.4,0.05,30,2
Customer,10002,Manhattan,Lower East Side,10010,Manhattan,Gramercy Park and Murray Hill,06/06/2020,06/06/2020,65.9,3.5,0.32,20,4
Customer,10002,Manhattan,Lower East Side,10038,Manhattan,Lower Manhattan,21/06/2019,21/06/2019,70.4,4.7,0,70,2
Customer,10002,Manhattan,Lower East Side,11205,Brooklyn,Northwest Brooklyn,12/09/2019,12/09/2019,70.1,4.2,0,30,2
Subscriber,10002,Manhattan,Lower East Side,11211,Brooklyn,Greenpoint,02/02/2020,02/02/2020,29.9,6.8,0.71,10,1
Subscriber,10002,Manhattan,Lower East Side,10017,Manhattan,Gramercy Park and Murray Hill,08/12/2020,08/12/2020,44.6,4.6,0,20,8
Subscriber,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,16/09/2020,16/09/2020,75.8,1.5,0,60,3
Subscriber,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,09/04/2020,09/04/2020,38.8,8.9,0,40,2
Subscriber,10002,Manhattan,Lower East Side,10282,Manhattan,Tribeca,20/02/2020,20/02/2020,10,9.7,0,10,1
Customer,10002,Manhattan,Lower East Side,10007,Manhattan,Lower Manhattan,24/05/2019,24/05/2019,60.2,3.4,0.99,110,1
Customer,10002,Manhattan,Lower East Side,10011,Manhattan,Chelsea and Clinton,19/04/2020,19/04/2020,58.7,7.1,0,110,1
Subscriber,10002,Manhattan,Lower East Side,11201,Brooklyn,Northwest Brooklyn,08/06/2020,08/06/2020,68.6,4.8,0,30,2
Customer,10002,Manhattan,Lower East Side,10012,Manhattan,Greenwich Village and Soho,31/07/2020,31/07/2020,80.5,3.3,1.95,80,1
Subscriber,10002,Manhattan,Lower East Side,10012,Manhattan,Greenwich Village and Soho,12/01/2019,12/01/2019,47.6,7.2,0.42,30,2
Subscriber,10002,Manhattan,Lower East Side,10168,Manhattan,Gramercy Park and Murray Hill,04/12/2019,04/12/2019,41.2,5.8,0.05,30,1
Subscriber,10002,Manhattan,Lower East Side,10022,Manhattan,Gramercy Park and Murray Hill,21/02/2019,21/02/2019,39.4,6.3,0.03,30,3
Subscriber,10002,Manhattan,Lower East Side,11238,Brooklyn,Central Brooklyn,21/11/2019,21/11/2019,32.3,7.5,0,20,1
Subscriber,10002,Manhattan,Lower East Side,10282,Manhattan,Tribeca,16/12/2019,16/12/2019,43.2,2.8,0,60,1
Subscriber,10002,Manhattan,Lower East Side,11238,Brooklyn,Central Brooklyn,30/09/2019,30/09/2019,68.8,3.3,0,40,1
Subscriber,10002,Manhattan,Lower East Side,11238,Brooklyn,Central Brooklyn,08/02/2019,08/02/2019,25.9,4.4,0,20,1
Subscriber,10002,Manhattan,Lower East Side,10018,Manhattan,Chelsea and Clinton,18/07/2019,18/07/2019,73.4,3.6,0,40,2
Customer,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,06/04/2020,06/04/2020,50.8,3.5,0,40,1
Subscriber,10002,Manhattan,Lower East Side,10001,Manhattan,Chelsea and Clinton,18/12/2020,18/12/2020,51.9,5.5,1.21,30,5
Subscriber,10002,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,23/09/2020,23/09/2020,68.4,3.3,0,50,1
Subscriber,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,24/08/2019,25/08/2019,70.7,2.9,0.01,10,2
Subscriber,10002,Manhattan,Lower East Side,10001,Manhattan,Chelsea and Clinton,03/04/2019,03/04/2019,53.6,3,0,20,13
Subscriber,10002,Manhattan,Lower East Side,10036,Manhattan,Chelsea and Clinton,13/02/2020,13/02/2020,16.1,8.8,0,30,3
Customer,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,14/08/2020,14/08/2020,77.1,2.2,0,90,1
Subscriber,10002,Manhattan,Lower East Side,10012,Manhattan,Greenwich Village and Soho,24/12/2020,24/12/2020,66.4,5.1,1.56,30,1
Customer,10002,Manhattan,Lower East Side,10017,Manhattan,Gramercy Park and Murray Hill,31/07/2020,31/07/2020,80.5,3.3,1.95,20,1
Subscriber,10002,Manhattan,Lower East Side,10001,Manhattan,Chelsea and Clinton,26/10/2019,26/10/2019,58.4,6.8,0.01,30,4
Customer,10002,Manhattan,Lower East Side,10001,Manhattan,Chelsea and Clinton,28/06/2019,28/06/2019,74.5,2.5,0,30,1
Customer,10002,Manhattan,Lower East Side,11201,Brooklyn,Northwest Brooklyn,04/06/2019,04/06/2019,70.8,2.7,0.12,20,3
Customer,10002,Manhattan,Lower East Side,11201,Brooklyn,Northwest Brooklyn,20/04/2019,20/04/2019,52.1,6.6,0,10,1
Customer,10002,Manhattan,Lower East Side,10010,Manhattan,Gramercy Park and Murray Hill,12/09/2019,12/09/2019,70.1,4.2,0,30,1
Subscriber,10002,Manhattan,Lower East Side,10022,Manhattan,Gramercy Park and Murray Hill,06/03/2019,06/03/2019,24.5,8.1,0,10,1
Subscriber,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,13/01/2020,13/01/2020,29.5,7.3,0.35,40,2
Customer,10002,Manhattan,Lower East Side,11211,Brooklyn,Greenpoint,28/08/2019,28/08/2019,76.4,4.9,0,30,1
Subscriber,10002,Manhattan,Lower East Side,11216,Brooklyn,Central Brooklyn,07/10/2020,07/10/2020,64.9,2.5,0,30,1
Subscriber,10002,Manhattan,Lower East Side,10019,Manhattan,Chelsea and Clinton,16/10/2019,16/10/2019,68.8,3.4,1.68,40,4
Customer,10002,Manhattan,Lower East Side,11201,Brooklyn,Northwest Brooklyn,12/04/2020,12/04/2020,51.3,3.4,0,220,2
Customer,10002,Manhattan,Lower East Side,10001,Manhattan,Chelsea and Clinton,15/06/2019,15/06/2019,67.7,4,0,20,2
Subscriber,10002,Manhattan,Lower East Side,10013,Manhattan,Greenwich Village and Soho,21/03/2020,21/03/2020,33.7,5.3,0.4,0,4
Subscriber,10002,Manhattan,Lower East Side,10009,Manhattan,Lower East Side,23/11/2020,23/11/2020,39.8,5.6,0,20,2
Customer,10002,Manhattan,Lower East Side,10038,Manhattan,Lower Manhattan,17/01/2020,17/01/2020,22.2,6.5,0,20,1
Customer,10002,Manhattan,Lower East Side,11201,Brooklyn,Northwest Brooklyn,20/09/2019,20/09/2019,65,3.2,0,90,1
Subscriber,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,12/05/2020,12/05/2020,75.6,3.7,0,60,1
Customer,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,25/01/2019,25/01/2019,21.8,6.2,0,0,1
Customer,10002,Manhattan,Lower East Side,10168,Manhattan,Gramercy Park and Murray Hill,20/06/2020,20/06/2020,70.1,4.9,0,30,1
Subscriber,10002,Manhattan,Lower East Side,10018,Manhattan,Chelsea and Clinton,20/07/2019,20/07/2019,71.9,5.4,0,20,4
Subscriber,10002,Manhattan,Lower East Side,10009,Manhattan,Lower East Side,13/10/2019,13/10/2019,58.7,2,0,0,6
Subscriber,10002,Manhattan,Lower East Side,11217,Brooklyn,Northwest Brooklyn,07/04/2019,07/04/2019,47.2,4.4,0,10,1
Subscriber,10002,Manhattan,Lower East Side,10014,Manhattan,Greenwich Village and Soho,20/09/2019,21/09/2019,65,3.2,0,20,1
Customer,10002,Manhattan,Lower East Side,10038,Manhattan,Lower Manhattan,21/04/2019,21/04/2019,52,3.6,0,30,1
Customer,10002,Manhattan,Lower East Side,11201,Brooklyn,Northwest Brooklyn,22/04/2020,22/04/2020,57.7,4.8,0.06,30,2
Customer,10002,Manhattan,Lower East Side,11201,Brooklyn,Northwest Brooklyn,24/05/2020,24/05/2020,66.2,3.3,0,10,2
Customer,10002,Manhattan,Lower East Side,11201,Brooklyn,Northwest Brooklyn,13/10/2019,13/10/2019,58.7,2,0,40,3
Customer,10002,Manhattan,Lower East Side,10016,Manhattan,Gramercy Park and Murray Hill,29/04/2020,29/04/2020,64.9,4.3,0,20,1
Customer,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,28/05/2020,28/05/2020,75.9,3.3,0.08,40,2
Customer,10002,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,02/12/2019,02/12/2019,39.4,8,0.09,20,2
Subscriber,10002,Manhattan,Lower East Side,10010,Manhattan,Gramercy Park and Murray Hill,21/01/2019,21/01/2019,25.2,999.9,0,10,1
Customer,10002,Manhattan,Lower East Side,10013,Manhattan,Greenwich Village and Soho,17/05/2019,17/05/2019,61.6,5.3,1.51,10,4
Subscriber,10002,Manhattan,Lower East Side,10009,Manhattan,Lower East Side,07/07/2019,07/07/2019,79.8,4.8,0,40,1
Customer,10002,Manhattan,Lower East Side,11205,Brooklyn,Northwest Brooklyn,06/12/2020,06/12/2020,46.5,2.7,0,40,1
Customer,10002,Manhattan,Lower East Side,10005,Manhattan,Lower Manhattan,03/05/2020,03/05/2020,61.6,2.5,0,10,2
Customer,10002,Manhattan,Lower East Side,10036,Manhattan,Chelsea and Clinton,18/08/2019,18/08/2019,72,3.7,0.01,40,1
Subscriber,10002,Manhattan,Lower East Side,11217,Brooklyn,Northwest Brooklyn,10/07/2019,10/07/2019,75.4,2.9,0.09,30,1
Subscriber,10002,Manhattan,Lower East Side,10001,Manhattan,Chelsea and Clinton,19/03/2020,20/03/2020,34,5.5,0,20,1
Customer,10002,Manhattan,Lower East Side,10005,Manhattan,Lower Manhattan,29/06/2019,29/06/2019,74.4,2.1,0,10,2
Subscriber,10002,Manhattan,Lower East Side,10009,Manhattan,Lower East Side,26/05/2019,26/05/2019,74.7,3.7,0,70,1
Customer,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,02/05/2020,02/05/2020,55.1,2.5,0,180,3
Customer,10002,Manhattan,Lower East Side,10280,Manhattan,Lower Manhattan,12/08/2020,12/08/2020,77,3.8,0.58,40,1
Subscriber,10002,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,03/03/2019,03/03/2019,25.3,5.7,0.04,20,5
Customer,10002,Manhattan,Lower East Side,10038,Manhattan,Lower Manhattan,30/06/2020,30/06/2020,74.5,3.7,0,20,1
Customer,10002,Manhattan,Lower East Side,10009,Manhattan,Lower East Side,14/09/2019,14/09/2019,60.9,2.8,0.26,10,2
Subscriber,10002,Manhattan,Lower East Side,10013,Manhattan,Greenwich Village and Soho,19/04/2020,19/04/2020,58.7,7.1,0,70,1
Customer,10002,Manhattan,Lower East Side,10038,Manhattan,Lower Manhattan,27/05/2019,27/05/2019,78.3,3.4,0,20,1
Customer,10002,Manhattan,Lower East Side,10004,Manhattan,Lower Manhattan,28/08/2019,28/08/2019,76.4,4.9,0,70,1
Subscriber,10002,Manhattan,Lower East Side,10014,Manhattan,Greenwich Village and Soho,02/07/2019,02/07/2019,81.3,3.5,0,30,1
Subscriber,10002,Manhattan,Lower East Side,10011,Manhattan,Chelsea and Clinton,10/07/2020,10/07/2020,76.1,4.4,0.3,40,1
Subscriber,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,10/02/2019,10/02/2019,25.1,5.4,0.1,30,2
Customer,10002,Manhattan,Lower East Side,10017,Manhattan,Gramercy Park and Murray Hill,21/11/2020,21/11/2020,46.4,4.9,0,30,1
Subscriber,10002,Manhattan,Lower East Side,10013,Manhattan,Greenwich Village and Soho,25/11/2020,25/11/2020,42.5,2.3,0,30,1
Subscriber,10002,Manhattan,Lower East Side,10004,Manhattan,Lower Manhattan,24/01/2019,24/01/2019,14.7,999.9,0,20,1
Customer,10002,Manhattan,Lower East Side,10012,Manhattan,Greenwich Village and Soho,02/07/2020,02/07/2020,74.7,1.3,0.39,0,1
Customer,10002,Manhattan,Lower East Side,10280,Manhattan,Lower Manhattan,23/07/2019,23/07/2019,79.7,4.8,0,20,1
Customer,10002,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,14/10/2019,14/10/2019,67.9,3.7,0.05,30,2
Subscriber,10002,Manhattan,Lower East Side,10012,Manhattan,Greenwich Village and Soho,16/10/2019,16/10/2019,68.8,3.4,1.68,40,1
Customer,10002,Manhattan,Lower East Side,10036,Manhattan,Chelsea and Clinton,06/06/2019,06/06/2019,67.7,4.2,0.25,40,1
Subscriber,10002,Manhattan,Lower East Side,10001,Manhattan,Chelsea and Clinton,04/08/2019,04/08/2019,75,2.9,0.02,10,1
Customer,10002,Manhattan,Lower East Side,10278,Manhattan,Lower Manhattan,08/06/2020,08/06/2020,68.6,4.8,0,30,1
Subscriber,10002,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,25/10/2019,25/10/2019,58.1,4.3,0,130,1
Customer,10002,Manhattan,Lower East Side,10009,Manhattan,Lower East Side,07/09/2019,07/09/2019,72.6,4.1,0.11,30,1
Subscriber,10002,Manhattan,Lower East Side,10019,Manhattan,Chelsea and Clinton,20/11/2019,20/11/2019,38.2,5.7,0,60,1
Subscriber,10002,Manhattan,Lower East Side,10007,Manhattan,Lower Manhattan,25/10/2020,25/10/2020,59.1,4,0.02,30,1
Customer,10002,Manhattan,Lower East Side,10017,Manhattan,Gramercy Park and Murray Hill,10/03/2020,10/03/2020,47.2,3.3,0.13,30,1
Subscriber,10002,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,10/05/2020,13/05/2020,70,2.3,0,3680,1
Subscriber,10002,Manhattan,Lower East Side,10009,Manhattan,Lower East Side,14/02/2020,14/02/2020,23.4,4.6,0,0,1
Subscriber,10002,Manhattan,Lower East Side,11238,Brooklyn,Central Brooklyn,13/09/2020,13/09/2020,72,5.2,0.29,30,3
Customer,10002,Manhattan,Lower East Side,11211,Brooklyn,Greenpoint,08/11/2019,08/11/2019,41.9,5.3,0,20,1
Subscriber,10002,Manhattan,Lower East Side,11206,Brooklyn,Bushwick and Williamsburg,25/09/2020,25/09/2020,69,5.5,0,20,4
Subscriber,10002,Manhattan,Lower East Side,10038,Manhattan,Lower Manhattan,09/05/2020,09/05/2020,62.3,4.3,0,10,49
Subscriber,10002,Manhattan,Lower East Side,11238,Brooklyn,Central Brooklyn,14/08/2020,14/08/2020,77.1,2.2,0,20,2
Customer,10002,Manhattan,Lower East Side,11238,Brooklyn,Central Brooklyn,15/05/2019,15/05/2019,63.1,4.4,0.12,160,1
Subscriber,10002,Manhattan,Lower East Side,11238,Brooklyn,Central Brooklyn,19/11/2020,19/11/2020,59.5,5.4,0,20,1
Subscriber,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,27/12/2020,27/12/2020,52,4.5,0.12,10,125
Customer,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,06/08/2020,06/08/2020,75.6,2.7,0,20,10
Subscriber,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,29/05/2020,29/05/2020,73.6,4.5,0,0,184
Subscriber,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,03/11/2020,03/11/2020,60.6,1.6,0,20,22
Subscriber,10002,Manhattan,Lower East Side,10199,Manhattan,Chelsea and Clinton,01/01/2020,01/01/2020,31.4,5.3,0,30,1
Subscriber,10002,Manhattan,Lower East Side,10199,Manhattan,Chelsea and Clinton,06/11/2019,06/11/2019,52,2.6,0.12,20,1
Customer,10002,Manhattan,Lower East Side,11211,Brooklyn,Greenpoint,25/07/2019,25/07/2019,73.7,3.5,0,100,2
Subscriber,10002,Manhattan,Lower East Side,10016,Manhattan,Gramercy Park and Murray Hill,23/09/2019,23/09/2019,60.1,2.7,0,30,5
Subscriber,10002,Manhattan,Lower East Side,10016,Manhattan,Gramercy Park and Murray Hill,26/10/2019,26/10/2019,58.4,6.8,0.01,10,8
Customer,10002,Manhattan,Lower East Side,10199,Manhattan,Chelsea and Clinton,05/07/2019,05/07/2019,71.4,6.7,0.14,60,1
Subscriber,10002,Manhattan,Lower East Side,10018,Manhattan,Chelsea and Clinton,30/07/2020,30/07/2020,80.5,4.6,0,20,7
Subscriber,10002,Manhattan,Lower East Side,10282,Manhattan,Tribeca,27/07/2020,27/07/2020,78.5,2.8,0.36,10,6
Subscriber,10002,Manhattan,Lower East Side,10038,Manhattan,Lower Manhattan,11/08/2019,11/08/2019,77.5,2.7,0,20,20
Subscriber,10002,Manhattan,Lower East Side,10038,Manhattan,Lower Manhattan,09/02/2019,09/02/2019,25.5,3.8,0,10,10
Subscriber,10002,Manhattan,Lower East Side,11211,Brooklyn,Greenpoint,15/11/2019,15/11/2019,37.2,4.1,0.06,10,7
Subscriber,10002,Manhattan,Lower East Side,10016,Manhattan,Gramercy Park and Murray Hill,04/10/2020,04/10/2020,56.5,9.2,0.02,10,13
Subscriber,10002,Manhattan,Lower East Side,10016,Manhattan,Gramercy Park and Murray Hill,21/08/2020,21/08/2020,78.7,4,0.33,10,10
Customer,10002,Manhattan,Lower East Side,10016,Manhattan,Gramercy Park and Murray Hill,26/08/2020,26/08/2020,76,3.7,0,30,5
Customer,10002,Manhattan,Lower East Side,10016,Manhattan,Gramercy Park and Murray Hill,16/07/2020,16/07/2020,72.8,5.9,0.12,20,9
Customer,10002,Manhattan,Lower East Side,10004,Manhattan,Lower Manhattan,19/05/2019,19/05/2019,60.3,4.3,0,50,2
Customer,10002,Manhattan,Lower East Side,10199,Manhattan,Chelsea and Clinton,25/05/2019,25/05/2019,65.8,2,0.32,30,3
Customer,10002,Manhattan,Lower East Side,10012,Manhattan,Greenwich Village and Soho,01/07/2020,01/07/2020,75,4.3,0.43,10,3
Subscriber,10002,Manhattan,Lower East Side,10012,Manhattan,Greenwich Village and Soho,12/03/2019,12/03/2019,52.5,3.3,0,10,46
Subscriber,10002,Manhattan,Lower East Side,10018,Manhattan,Chelsea and Clinton,09/03/2020,09/03/2020,46.6,4.2,0.01,30,5
Subscriber,10002,Manhattan,Lower East Side,10010,Manhattan,Gramercy Park and Murray Hill,17/01/2019,17/01/2019,37.8,999.9,0,10,8
Subscriber,10002,Manhattan,Lower East Side,10010,Manhattan,Gramercy Park and Murray Hill,29/12/2019,29/12/2019,41.4,4.8,0.1,20,8
Subscriber,10002,Manhattan,Lower East Side,10038,Manhattan,Lower Manhattan,14/06/2020,14/06/2020,77.9,2.1,0,10,42
Subscriber,10002,Manhattan,Lower East Side,11211,Brooklyn,Greenpoint,13/05/2020,13/05/2020,64.5,6.7,0,40,1
Subscriber,10002,Manhattan,Lower East Side,10012,Manhattan,Greenwich Village and Soho,09/05/2020,09/05/2020,62.3,4.3,0,0,20
Subscriber,10002,Manhattan,Lower East Side,10012,Manhattan,Greenwich Village and Soho,08/03/2019,08/03/2019,42.8,5.1,0,20,16
Subscriber,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,05/04/2019,05/04/2019,45.8,7.9,0.18,30,12
Subscriber,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,16/04/2019,16/04/2019,38.8,7.3,0.69,30,3
Subscriber,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,09/07/2019,09/07/2019,78.8,4.9,0.39,20,43
Subscriber,10002,Manhattan,Lower East Side,10038,Manhattan,Lower Manhattan,27/06/2019,27/06/2019,75.1,3.4,0.07,50,2
Subscriber,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,08/07/2019,08/07/2019,81.4,4.1,0.43,40,5
Subscriber,10002,Manhattan,Lower East Side,10017,Manhattan,Gramercy Park and Murray Hill,12/12/2019,12/12/2019,34.5,6.2,0.01,20,9
Customer,10002,Manhattan,Lower East Side,10017,Manhattan,Gramercy Park and Murray Hill,08/07/2020,08/07/2020,80.5,3.6,0.12,20,2
Subscriber,10002,Manhattan,Lower East Side,10014,Manhattan,Greenwich Village and Soho,13/06/2019,13/06/2019,69.5,3.4,0.21,20,16
Subscriber,10002,Manhattan,Lower East Side,10014,Manhattan,Greenwich Village and Soho,23/08/2019,23/08/2019,70.4,5,0.06,10,43
Subscriber,10002,Manhattan,Lower East Side,10282,Manhattan,Tribeca,25/05/2020,25/05/2020,73.8,3.6,0,20,2
Customer,10002,Manhattan,Lower East Side,10014,Manhattan,Greenwich Village and Soho,18/05/2019,18/05/2019,60,4.3,0,20,8
Customer,10002,Manhattan,Lower East Side,10014,Manhattan,Greenwich Village and Soho,09/03/2019,09/03/2019,41.4,5.6,0,30,3
Subscriber,10002,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,12/10/2020,12/10/2020,64.4,3.7,0,10,124
Subscriber,10002,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,13/05/2020,13/05/2020,64.5,6.7,0,0,12
Subscriber,10002,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,22/09/2019,22/09/2019,67.3,5.3,0,10,142
Subscriber,10002,Manhattan,Lower East Side,10011,Manhattan,Chelsea and Clinton,16/09/2020,16/09/2020,75.8,1.5,0,50,2
Customer,10002,Manhattan,Lower East Side,10011,Manhattan,Chelsea and Clinton,04/05/2019,04/05/2019,57.6,5.1,0.08,30,1
Subscriber,10002,Manhattan,Lower East Side,11205,Brooklyn,Northwest Brooklyn,02/07/2020,02/07/2020,74.7,1.3,0.39,20,10
Subscriber,10002,Manhattan,Lower East Side,10038,Manhattan,Lower Manhattan,17/02/2019,17/02/2019,23.7,5.5,0,0,1
Subscriber,10002,Manhattan,Lower East Side,10038,Manhattan,Lower Manhattan,04/11/2019,04/11/2019,59.5,4.4,0,30,2
Customer,10002,Manhattan,Lower East Side,11211,Brooklyn,Greenpoint,09/09/2019,09/09/2019,68.1,7.1,0,30,2
Customer,10002,Manhattan,Lower East Side,10011,Manhattan,Chelsea and Clinton,31/05/2020,31/05/2020,74.4,4.1,0,20,7
Customer,10002,Manhattan,Lower East Side,10011,Manhattan,Chelsea and Clinton,30/11/2020,30/11/2020,39.4,6,0,30,2
Customer,10002,Manhattan,Lower East Side,10022,Manhattan,Gramercy Park and Murray Hill,25/09/2020,25/09/2020,69,5.5,0,40,1
Customer,10002,Manhattan,Lower East Side,10022,Manhattan,Gramercy Park and Murray Hill,13/12/2020,13/12/2020,61.8,2,0,30,1
Subscriber,10002,Manhattan,Lower East Side,10014,Manhattan,Greenwich Village and Soho,07/12/2020,07/12/2020,48,2.9,0,40,2
Customer,10002,Manhattan,Lower East Side,10014,Manhattan,Greenwich Village and Soho,25/05/2019,25/05/2019,65.8,2,0.32,30,2
Customer,10002,Manhattan,Lower East Side,10012,Manhattan,Greenwich Village and Soho,11/08/2020,11/08/2020,74.9,3.9,0.59,30,1
Subscriber,10002,Manhattan,Lower East Side,10282,Manhattan,Tribeca,25/05/2019,25/05/2019,65.8,2,0.32,50,1
Subscriber,10002,Manhattan,Lower East Side,10022,Manhattan,Gramercy Park and Murray Hill,10/09/2019,10/09/2019,69.4,5.6,0,20,11
Subscriber,10002,Manhattan,Lower East Side,10038,Manhattan,Lower Manhattan,20/03/2020,20/03/2020,34.5,5.8,0,0,3
Subscriber,10002,Manhattan,Lower East Side,10013,Manhattan,Greenwich Village and Soho,11/03/2020,11/03/2020,48.8,4.5,0.47,10,38
Customer,10002,Manhattan,Lower East Side,10005,Manhattan,Lower Manhattan,16/11/2019,16/11/2019,40,2.9,0,50,2
Subscriber,10002,Manhattan,Lower East Side,10007,Manhattan,Lower Manhattan,26/07/2020,26/07/2020,79.8,3.6,0,40,2
